cod,denumire,cod_fiscal,analitic,tara,judet,localitate,adresa,cont_banca,banca,tel,email,grupa,reg_com,den_agent
"00269","NEOGLASS AUTOMOTIVE SRL","RO25263797","401.00269","RO","BV","BRASOV","STR. ZIZINULUI, NR.142B","","","","","","J08/447/2009",""
"00270","ANTECH SIM GROUP SRL","RO38511983","401.00270","RO","B","BUCURESTI SECTOR 2","STR. VASILE LASCAR, NR.159B","","","","","","J40/19442/2017",""
"00271","MOL ROMANIA PETROLEUM PRODUCTS SRL","RO7745470","401.00271","RO","CJ","CLUJ-NAPOCA","BLD. 21 DECEMBRIE 1989, NR.77, BL.CLADIREA C-D THE OFFICE, ET.1, AP.CAM.C.1.1","","","0264407600","","","J12/729/2000",""
"00272","CRYOGENICA S.R.L.","RO1572477","401.00272","RO","B","BUCURESTI SECTOR 2","STR. ISPRAVNICULUI, NR.41","","","0212110859","","","J40/10813/1991",""
"00273","MENATWORK SOLUTIONS S.R.L.","RO30046530","401.00273","RO","IF","POPESTI-LEORDENI","SOS. SOSEAUA DE CENTURA, NR.103, BL.CORP C1, ET.P","","","","","","J23/924/2012",""
"00274","TEILOR S.R.L.","RO15997524","401.00274","RO","AG","PITESTI","STR. SMEUREI, NR.54","","","0248220049","","","J03/1681/2003",""
"00275","FIRE STING SRL","RO16354110","401.00275","RO","PH","PLOIESTI","SOS. VESTULUI, BL.103 A, SC.A, ET.10, AP.42","","","0723490154","","","J29/837/2004",""
"00276","EUROINS ROMANIA ASIGURARE-REASIGURARE SA","5328123","401.00276","RO","B","BUCURESTI SECTOR 1","STR. JIULUI, NR.8, J8 OFFICE PARK, CLADIREA A, ET.2","","","","","","J40/1671/2022",""
"00277","MARKET SRL","RO2700434","401.00277","RO","PH","BAICOI","DN1 PARALELA 45,","","","0344107314","","","J29/1502/1991",""
"00278","ESTEP B2B SOCIETATE PE ACTIUNI","RO31171787","401.00278","RO","B","BUCURESTI SECTOR 1","SOS. BUCURESTI-PLOIESTI, NR. 135 ,CORP C1, PARTER","","","0213264850","","","J40/1214/2013",""
"00279","KARPATEN OUTGOING SRL","RO27928404","401.00279","RO","B","BUCURESTI SECTOR 2","STR. TELEAJEN, NR. 77A ,PARTER","","","0740242733","","","J40/559/2011",""
"00280","TOTAL DIESEL SERVICE SRL","RO12627705","401.00280","RO","B","BUCURESTI SECTOR 2","STR. AGREGATELOR, NR. 18","","","0788021551","","","J40/737/2000",""
"00281","MOL ROMANIA PETROLEUM PRODUCTS SRL","RO7745470","401.00281","RO","CJ","CLUJ-NAPOCA","BLD. 21 DECEMBRIE 1989, NR. 77 ,CAMERA C.1.1, CLADIREA C-D THE OFFICE","","","0264407600","","","J12/729/2000",""
"00282","SANECO SOLUTIONS SRL","RO34277350","401.00282","RO","B","BUCURESTI SECTOR 4","STR. JOITA, NR. 51","","","","","","J40/3600/2015",""
"00283","DDD NORD SRL","RO27678065","401.00283","RO","SV","SUCEAVA","STR. ILIE ILASCU, NR. 6 ,CAMERA 2","","","0746236789","","","J33/677/2010",""
"00284","ASIGURAREA ROMANEASCA - ASIROM VIENNA INSURANCE GROUP SA","336290","401.00284","RO","B","BUCURESTI SECTOR 2","BLD. CAROL I, NR. 31-33","","","0216011099","","","J40/304/1991",""
"00285","CHEILE GRADISTEI SRL","RO3050887","401.00285","RO","BV","BRASOV","STR. VLAD TEPES, NR. 14","","","0268413917","","","J08/11/1993",""
"00286","OCTANO DOWNSTREAM SRL","RO38075752","401.00286","RO","B","BUCURESTI SECTOR 1","STR. TIPOGRAFILOR, NR. 31A ,BIROUL NR. 1","","","","","","J40/14080/2017",""
"00287","SUD - EST PROFESSIONAL SRL","RO37527299","401.00287","RO","B","BUCURESTI SECTOR 3","STR. SEBESANA, NR. 6","","","","","","J40/6546/2017",""
"00288","ROINSTAL PROFESIONAL SRL","RO36050395","401.00288","RO","CT","CONSTANTA","STR. SOSEAUA DIN VII, NR. 42A","","","0745497525","","","J13/1224/2016",""
"00289","NSC ERIA ONLINE S.R.L.","46194789","401.00289","RO","B","BUCURESTI SECTOR 2","STR. ALEXANDRU DONICI, NR. 21","","","","","","J40/9978/2022",""
"00290","PEEK & CLOPPENBURG SRL","RO21518626","401.00290","RO","B","BUCURESTI SECTOR 1","CAL. FLOREASCA, NR. 246B ,PROMENADA SHOPPING CENTER, SUBSOL1 - UNITATEA 1B-045, PARTER - UNITATEA GF","","","","","","J40/6958/2007",""
"00291","A.V.A.M. SRL","RO14756056","401.00291","RO","IF","VOLUNTARI","SOS. STEFANESTI, NR. 4","","","2703197","","","J23/1388/2002",""
"00292","GECRIS BUCOVINA SRL","RO22706458","401.00292","RO","SV","SUCEAVA","STR. STEFANITA VODA, NR. 8","","","0230518851","","","J33/1689/2007",""
"00293","MADO CORPORATION SRL","RO25308163","401.00293","RO","IS","MIROSLAVA","STR. INDUSTRIILOR, NR. 32 ,CORP BIROURI, BIROURILE 6-7","","","0232208602","","","J22/625/2009",""
"00294","JO GLOBAL SRL","RO18978926","401.00294","RO","CJ","MIHAI VITEAZU","NR. 53","","","0264-441936","","","J12/2890/2006",""
"00295","ALCIS INVEST S.R.L.","RO9246778","401.00295","RO","IF","BRANESTI","STR. CIMPULUI, NR. 38A ,CAMERA 1","","","0722256230","","","J23/5692/2017",""
"00296","CHEMICAL LTD SRL","RO8976480","401.00296","RO","GR","COMANA","STR. CUMANI, NR. 465","","","0216654052","","","J52/408/1996",""
"00297","BIANCO SMART SRL","RO5864962","401.00297","RO","B","BUCURESTI SECTOR 6","STR. VALEA CALUGAREASCA, NR. 5 ,PARTER","","","0744561233","","","J40/1098/2017",""
"00298","AZZURRA PIATTAFORME SRL","RO23259056","401.00298","RO","B","BUCURESTI SECTOR 6","INT. 9 MAI, NR. 37A ,CAMERA 2","","","0726352916","","","J40/2380/2008",""
"00299","CARUNTU V. TOADER INTREPRINDERE INDIVIDUALA","40037777","401.00299","RO","IS","IASI","STR. IANCU BACALU, NR. 39","","","0747561859","","","F22/1212/2018",""
"00300","ORAS SLANIC","2843604","401.00300","RO","PH","SLANIC","STR. ALEXANDRU ODOBESCU, NR. 2","","","0244240299","","","",""
"00301","VESSA DIRECTION S.R.L.","RO42732532","401.00301","RO","PH","TARGSORU VECHI","STR. VIILOR, NR. 4","","","","","","J29/1085/2020",""
"00302","LUK & BOB S.R.L.","RO21414099","401.00302","RO","IS","IASI","SOS. BUCIUM, NR. 165","","","","","","J22/867/2007",""
"00303","LAMY PREMIER SRL","RO33481407","401.00303","RO","B","BUCURESTI SECTOR 1","BLD. ION MIHALACHE, NR. 172 ,CAMERA 1","","","","","","J40/9522/2014",""
"00304","MARAL SRL","RO13404361","401.00304","RO","IF","SAT POPESTI LEORDENI POPESTI-LEORDENI","STR. LEORDENI, NR. 161S","","","","","","J23/1343/2010",""
"00305","SBI STEEL INDUSTRY SRL","RO31133872","401.00305","RO","IF","AFUMATI","STR. AUREL VLAICU, NR. 13 ,CAMERA 2","","","0746151104","","","J23/2330/2016",""
"00306","A & C VENTO SRL","RO26393051","401.00306","RO","IS","IASI","CAL. CHISINAULUI, NR. 29","","","752442960","","","J22/26/2010",""
"00307","FLO SHOES S.R.L.","RO46850395","401.00307","RO","B","BUCURESTI SECTOR 6","BLD. IULIU MANIU, NR. 6L ,CLADIREA CAMPUS 6.1, BIROU 250RESCOWORK02","","","","","","J40/18390/2022",""
"00308","COMPANIA NATIONALA "AEROPORTURI BUCURESTI" S.A.","RO26490194","401.00308","RO","IF","SAT OTOPENI OTOPENI","CAL. BUCURESTILOR, NR. 224 E","","","0212013304","","","J23/401/2010",""
"00309","ELI ATTI KABAI SRL","RO35474058","401.00309","RO","MS","BALAUSERI","AGRISTEU, NR. 187","","","0740088187","","","J26/80/2016",""
"00310","INSTAL GENERATION SRL","RO26551593","401.00310","RO","BV","BRASOV","STR. CRINULUI, NR. 48","","","0745189529","","","J08/218/2010",""
"00311","TECHNOVA INVEST SRL","RO8080331","401.00311","RO","BH","ORADEA","CAL. ARADULUI, NR. 95","","","0259447418","","","J05/118/1996",""
"00312","P.V.M.A. COM SERV SRL","RO6941672","401.00312","RO","AG","CIOFRANGENI","NR. 96","","","0744311133","","","J03/24/1995",""
"00313","ADGIVA CONS SRL","RO18439166","401.00313","RO","PH","DRAGANESTI","NR. 211","","","","","","J29/452/2006",""
"00314","LUC GUARD SL S.R.L.","RO13771368","401.00314","RO","IS","IASI","SOS. BARNOVA, NR. 101B","","","0232236391","","","J22/234/2001",""
"00315","DOLCE VITA CEREMONII SRL","RO37926117","401.00315","RO","CT","CONSTANTA","STR. TRAIAN, NR. 53 ,HOTEL TEN","","","","","","J13/2448/2017",""
"00316","PALAS INTERNATIONAL RESORT SRL","RO26293850","401.00316","RO","IS","IASI","STR. PALAT, NR. 5A","","","","","","J22/1995/2009",""
"00317","BIADAN FAST RENT SRL","37827717","401.00317","RO","CJ","CLUJ-NAPOCA","STR. MARASESTI, NR. 10","","","","","","J12/4081/2017",""
"00318","MEGA IMAGE SRL","RO6719278","401.00318","RO","B","BUCURESTI SECTOR 6","BLD. TIMISOARA, NR. 26","","","","","","J40/27872/1994",""
"00319","MTM IZOLATII & CONSTRUCTII SRL","RO18235662","401.00319","RO","B","BUCURESTI SECTOR 6","STR. PRECIZIEI, NR. 13C","","","0726752313","","","J40/21485/2005",""
"00320","TONI TRADING COM SRL","RO18023511","401.00320","RO","B","BUCURESTI SECTOR 3","STR. NICOLAE TECLU, NR. 55 ,CLADIRE C4 - PAVILION ADMINISTRATIV","","","0213071250","","","J40/16915/2005",""
"00321","GRAFTEX PRODCOM SRL","RO9737945","401.00321","RO","B","BUCURESTI SECTOR 1","SOS. BUCURESTI-PLOIESTI, NR. 42-44 ,CLADIREA B, ARIPA B1","","","0212556781","","","J40/6008/1997",""
"00322","STALEX CONSULT INSTAL S.R.L.","RO44524279","401.00322","RO","B","BUCURESTI SECTOR 4","SOS. VITAN BARZESTI, NR. 7D ,CAM. 1","","","","","","J40/11378/2021",""
"00323","CLIMASYSTEM CONSTRUCT SRL","RO37398925","401.00323","RO","B","BUCURESTI SECTOR 4","SOS. OLTENITEI, NR. 242 ,CAMERA 1","","","","","","J40/5320/2017",""
"00324","TITONEA IOAN-DANIEL PERSOANA FIZICA AUTORIZATA","44462214","401.00324","RO","SB","SELIMBAR","STR. MIHAI VITEAZU, NR. 65","","","0743101187","","","F32/467/2021",""
"00325","MODERN TASTE SRL","RO36011795","401.00325","RO","CT","CONSTANTA","STR. BARBU LAUTARU, NR. 1A","","","0720016998","","","J13/1131/2016",""
"00326","PERROZZI CONFORT SRL","36092382","401.00326","RO","B","BUCURESTI SECTOR 6","DRM. TABEREI, NR. 17 ,CAMERA 1","","","0766502679","","","J40/7035/2016",""
"00327","TAXI BUS SRL","15902311","401.00327","RO","B","BUCURESTI SECTOR 3","STR. CAMPIA LIBERTATII, NR. 4 ,CAMERA 1","","","0723985651","","","J40/15266/2003",""
"00329","OPTIM PROSPER SERV S.R.L.","RO21019138","401.00329","RO","B","BUCURESTI SECTOR 3","STR. PRISACA DORNEI, NR. 2","","","0763607473","","","J40/2498/2007",""
"00330","TARGET INSTAL PLUS SRL","RO24151426","401.00330","RO","B","BUCURESTI SECTOR 4","SOS. OLTENITEI, NR. 107A ,CORP C1, CAM. 1417-1418","","","0743011700","","","J40/8260/2013",""
"00331","GELA COM SRL","RO3479928","401.00331","RO","CJ","CLUJ-NAPOCA","CAL. TURZII, NR. 72","","","0264431744","","","J12/802/1993",""
"00332"," SILVICOM IMPEX 95 SRL","7592910","401.00332","RO","IF","GRUIU","STR. SOS. MÂN. CALDARUSANI   83","","","","","","",""
"00333","PFA VLADU DUMITRU GHEORGHE","23027431","401.00333","RO","B","BUCURESTI SECTOR 5","","","","","","","",""
"00334","FAN COURIER EXPRESS SRL","RO13838336","401.00334","RO","B","BUCURESTI","MUNICIPIUL BUCURESTI, SECTOR 2, SOS. FABRICA DE GLUCOZA, NR.11C","","","","","","J40/4014/2001",""
"00335","NED CONSTRUCT SRL","RO16769966","401.00335","RO","DJ","CRAIOVA","MUN. CRAIOVA, PRL. TEILOR, NR.8","","","","","","J16/1704/2004",""
"00336","ANDREW PHOENIX SRL","RO34129736","401.00336","RO","DJ","CRAIOVA","MUN. CRAIOVA, STR. FRATII BUZESTI, NR.12","","","","","","J16/281/2015",""
"00337","ARIA INVEST CONCEPT GRUP S.R.L.","42659270","401.00337","RO","B","BUCURESTI SECTOR 3","Str. POSTASULUI   24A         Et:4   Ap:54   camera 2","","","","","","J40 /6706 /2020",""
"00338","ALMA ENTERTAINMENT S.R.L.","48761820","401.00338","RO","B","BUCURESTI SECTOR 5","STR. CONTESTI, NR. 6 ,CAMERA 1","","","0724518502","","","J40/16878/2023",""
"00339","ESDERMAN SRL","RO16495976","401.00339","RO","BR","BRAILA","STR. PROGRESULUI, NR. 3","","","0722371619","","","J09/484/2004",""
"00340","BADUC SA","RO1568611","401.00340","RO","B","BUCURESTI SECTOR 5","STR. VIGONIEI, NR. 5-7","","","","","","J40/1069/1991",""
"00341","ISUZU S.R.L.","RO5592400","401.00341","RO","OT","CORABIA","STR. TUDOR VLADIMIRESCU,","","","0249561215","","","J28/368/1994",""
"00342","CRISTAVI COM 2010 SRL","RO7256988","401.00342","RO","B","BUCURESTI SECTOR 4","STR. VULCANESTI, NR. 35 ,CAM.5","","","3344054","","","J40/3425/1995",""
"00343","C & H PRODLEMN SRL","RO6618567","401.00343","RO","BH","ORADEA","STR. 12 OCTOMBRIE, NR. 9","","","0259441869","","","J05/4611/1994",""
"00344","TERMOINSTAL DEMAX S.R.L.","RO39630435","401.00344","RO","VS","VETRISOAIA","VETRISOAIA, NR. 352","","","","","","J37/511/2018",""
"00345","GREEN DOWNSTREAM S.R.L.","RO33071890","401.00345","RO","IF","PANTELIMON","ORS. PANTELIMON, , TARLA 54, PARCELA 492","","","","","","J23/4056/2019",""
"00346","MOD - ELLE COMPANY SRL","RO5548960","401.00346","RO","IF","DOBROESTI DOBROESTI","SAT DOBROESTI COM. DOBROESTI, DRM. DOBROESTI FUNDENI, NR.44, AP.CAM 1","","","","","","J23/4319/2016",""
"00347","BLACK SEA SUPPLIERS SRL","RO8877045","401.00347","RO","CT","CONSTANTA","MUN. CONSTANTA, B-DUL AUREL VLAICU, NR.191","","","","","","J13/2456/1996",""
"00348","CSTO KIDS FASHION S.R.L.","RO41842790","401.00348","RO","B","BUCURESTI SECTOR-1","MUNICIPIUL BUCURESTI, SECTOR 1, STR. AVRAM PACURARU, NR.28, ET.1, AP.3","","","","","","J40/14818/2019",""
"00349","LINCA IG BUSINESS S.R.L.","RO16753315","401.00349","RO","B","BUCURESTI SECTOR-1","MUNICIPIUL BUCURESTI, SECTOR 1, STR. WASHINGTON, NR.40-42, BL.A, ET.1, AP.3","","","","","","J40/14575/2004",""
"00350","REVERIART SRL","RO23631124","401.00350","RO","B","BUCURESTI SECTOR-1","MUNICIPIUL BUCURESTI, SECTOR 1, STR. CAROL KNAPPE, NR.54, CAMERA 1, ET.2, AP.5","","","","","","J40/5981/2008",""
"00351","DRAGOMIR GICUTA INTREPRINDERE INDIVIDUALA","43826988","401.00351","RO","CL","BORCEA BORCEA","SAT BORCEA COM. BORCEA, STR. DUMITRU DUMITRU, NR.7","","","","","","F51/70/2021",""
"00352","BADEA ROBERT PERSOANA FIZICA AUTORIZATA","43026900","401.00352","RO","B","BUCURESTI SECTOR-2","MUNICIPIUL BUCURESTI, SECTOR 2, INTR. SOMNULUI, NR.25, CAMERA NR. 1","","","","","","F40/2172/2020",""
"00353","IKEA ROMANIA S.A.","RO17547941","401.00353","RO","B","BUCURESTI SECTOR-1","MUNICIPIUL BUCURESTI, SECTOR 1, SOS. BUCURESTI-PLOIESTI, NR.42A, ET.1","","","","","","J40/8161/2005",""
"00354","AVANTI UNION SRL","RO28701573","401.00354","RO","B","BUCURESTI SECTOR-2","MUNICIPIUL BUCURESTI, SECTOR 2, STR. ALECU MATEEVICI, NR.4, CAMERA 1","","","","","","J40/7829/2011",""
"00355","POPESCU ALEXANDRU SORIN PERSOANA FIZICA AUTORIZATA","20707422","401.00355","RO","B","BUCURESTI SECTOR-5","MUNICIPIUL BUCURESTI, SECTOR 5, STR. BUZOIENI, NR.8, BL.M41, SC.1, ET.1, AP.11","","","","","","F40/690/2004",""
"00356","TICULEANU IONEL PERSOANA FIZICA AUTORIZATA","22422510","401.00356","RO","B","BUCURESTI SECTOR-3","MUNICIPIUL BUCURESTI, SECTOR 3, STR. PROF. DR. STEFAN S. NICOLAU, NR.13, BL.21, SC.3, ET.2, AP.31","","","","","","F40/2157/2007",""
"00357","DAIAMI HOTEL S.R.L.","RO41939581","401.00357","RO","MS","TARGU MURES","MUN. TARGU MURES, BLD. PANDURILOR, NR.129, AP.1","","","","","","J26/2130/2019",""
"00358","UNITA TURISM HOLDING SA","RO2094737","401.00358","RO","TM","TIMIS","MUN. TIMISOARA, STR. ACADEMICIAN ALEXANDRU BORZA, NR.1","","","","","","J35/1837/2004",""
"00359","CONTINENTAL HOTELS S.A.","RO1559737","401.00359","RO","B","BUCURESTI SECTOR-1","MUNICIPIUL BUCURESTI, SECTOR 1, CALEA GRIVITEI, NR.143","","","","","","J40/1754/1991",""
"00360","PARC-TURISM S.A.","RO11940770","401.00360","RO","DJ","CRAIOVA","MUN. CRAIOVA, STR. BIBESCU, NR.12","","","","","","J16/445/1999",""
"00361","ALEXANDRU MILITINA. GHEORGHE PERSOANA FIZICA AUTORIZATA","30362584","401.00361","RO","B","BUCURESTI SECTOR-4","MUNICIPIUL BUCURESTI, SECTOR 4, B-DUL ALEXANDRU OBREGIA, NR.8, CAMERA 4, BL.OD2, SC.4, ET.10, AP.174","","","","","","F40/2592/2012",""
"00362","TONER PRO SERVICES SRL","RO32377743","401.00362","RO","B","BUCURESTI SECTOR 3","STR. CODRII NEAMTULUI, NR. 13 ,CAM. 2","","","0724240062","","","J40/12977/2013",""
"00363","MILLENIUM PRO DESIGN SRL","RO12098582","401.00363","RO","IF","SAT OTOPENI OTOPENI","STR. SULFINEI, NR. 3","","","","","","J23/1088/2011",""
"00364","ESKY TRAVEL SEARCH SRL","RO26130195","401.00364","RO","B","BUCURESTI SECTOR 1","CAL. GRIVITEI, NR. 84-98 ,SI 100-102, CLADIREA DE BIROURI THE MARK","","","4252670","","","J40/10406/2009",""
"00365","BEEA COMEXIM SRL","RO2777829","401.00365","RO","B","BUCURESTI SECTOR 5","STR. MIHAIL SEBASTIAN, NR. 21","","","0769250896","","","J40/30843/1992",""
"00366","ADRO SPORTS RETAILER STANDARD S.R.L.","RO41873320","401.00366","RO","B","BUCURESTI SECTOR 1","STR. DIACONU CORESI, NR. 53","","","","","","J40/15213/2019",""
"00367","RET UTILAJE SRL","RO6102921","401.00367","RO","IF","POPESTI-LEORDENI","SOS. OLTENITEI, NR. 221","","","0213615103","","","J23/695/2016",""
"00368","COMPANIA NATIONALA DE ADMINISTRARE A INFRASTRUCTURII RUTIERE S.A","RO16054368","401.00368","RO","B","BUCURESTI SECTOR 1","BLD. DINICU GOLESCU, NR. 38","","","0212643200","","","J40/552/2004",""
"00369","ALLIANZ - TIRIAC ASIGURARI SA","RO6120740","401.00369","RO","B","BUCURESTI SECTOR 1","STR. BUZESTI, NR. 82-94 ,ETAJELE 3, 4, 12 SI SPATIUL MAGAZINULUI CONCEPT DE LA PARTERUL CLADIRII","","","0212082299","","","J40/15882/1994",""
"00370","ELBUZ COM SRL","RO6405283","401.00370","RO","NT","SAGNA","NR. 1","","","0740241228","","","J27/1853/1994",""
"00371","CORNEL & VLAD S.R.L.","RO10316400","401.00371","RO","BC","BACAU","STR. MIHAI VITEAZU, NR. 3","","","0234573945","","","J04/257/1998",""
"00372","IMPERIAL GAS 2002 SRL","RO14874809","401.00372","RO","CT","CONSTANTA","BLD. AUREL VLAICU, NR. 311","","","0241514992","","","J13/1979/2002",""
"00373","MGA ELECTROTECH S.R.L.","48881452","401.00373","RO","NT","GARCINA","Sat Garcina Com. Garcina, Str. Pestera, Nr.51","RO60BTRLRONCRT0CO3766101","CONT BANCA TRANSILVANIA IN RON","","","","",""
"00374","IGNAT IONUT -BOGDAN","24524916","401.00374","RO","PH","AZUGA","IZVOARELOR, nr.39","","ING BANK","0072421381","","","",""
"00375","JOLIE HOLDING 2016 SRL","RO35853779","401.00375","RO","GL","GALATI","MUN. GALATI, STR. PORTULUI, NR.25, CAMERA 1, BL.SIRET4, SC.9, ET.2, AP.130","","","","","","",""
"00376","FANPLACE IT SRL","RO31962960","401.00376","RO","IF","CERNICA","Strada Oxigenului nr. 1H Cernica/Ilfov","","","0374477111","comenzi@vexio.ro","","",""
"00377","PUBLI24 DIGITAL SRL","RO20201084","401.00377","RO","BH","ORADEA","B-Dul Dacia  34","","","","","","",""
"00378","ALFAN PRODEMO SRL","37280163","401.00378","RO","GL","GALATI","Str. Sfintul Spiridon  38","RO54RNCB0144154964950005","CONT BANCA COMERCIALA ROMANA IN RON","0771127573","casastefan38@yahoo.com","","",""
"00379","ROMIMPEX SRL","RO146082","401.00379","RO","AG","PITE?TI","STR.PETRE ISPIRESCU,NR14","","","0735524115","contact@romimpex.ro","","",""
"00380","JUMBO EC.R SRL","RO18921652","401.00380","RO","B","BUCURESTI SECTOR 3","BLD. THEODOR PALLADY, NR. 51 ,CLADIREA CENTRUL DE CALCUL, ETAJ 5, CAMERA 502","","","0213156100","","","J40/7122/2013",""
"00381","METROPOL S.R.L.","RO131618","401.00381","RO","AG","BABANA","ZIDARESTI   Nr.6B","RO70BRDE030SV35958300300","BANCA ROMANA DE DEZVOLTARE","0348807959","","","",""
"00382","CREATIV TOOLS SRL","RO26199218","401.00382","RO","B","SECTOR3","Str. Drumul intre Tarlale nr 7, Sector 3","RO81INGB0000999906827768","CONT ING BANK NV IN RON","0314301984","creativtools@gmail.com","","",""
"00383","DIRECT LINE INOX IMPEX SRL","RO7727821","401.00383","RO","CJ","CLUJ-NAPOCA","Calea Baciului nr.  1-3","RO35RNCB0106129072110001","BANCA COMERCIALA ROMANA","","","","",""
"00384","ANDICOM INSTAL S.R.L.","RO43940469","401.00384","RO","AG","SAT STEFANESTII NOI STEFANESTI","ALEEA VOINTEI, NR. 23","","","0743830355","","","J03/687/2021",""
"00385","DORALEX TOP SPEDITION SRL","RO36477796","401.00385","RO","AG","PITESTI","CAL. CAMPULUNG, NR. 34","","","0747679724","","","J03/1476/2016",""
"00386","ROPOTAN FOOD NETWORK SRL","RO33994046","401.00386","RO","B","BUCURESTI SECTOR 2","BLD. EMANUEL PAKE-PROTOPOPESCU, NR. 38 ,DEMISOL","","","","","","J40/558/2015",""
"00387","FAM TOTAL INSTAL SRL","RO26840486","401.00387","RO","B","SECTOR3","BD THEODOR PALLADY, C18","RO62BACX0000001604085000","UNICREDIT BANK SA","0723574710","efactura@faminstal.ro","","",""
"00388","SC ACQUA SERVICE SA","RO9211737","401.00388","RO","B","SECTOR6","Str. PRECIZIEI, Nr. 3 L,","","","0213183881","acquaservicesa@gmail.com","","",""
"00389","HOSTEL FIT TRAVEL S.R.L.","36420889","401.00389","RO","VL","RAMNICU-VALCEA","MUN. RAMNICU VILCEA, BLD. TUDOR VLADIMIRESCU, NR.43","","","","","","",""
"00390","UNITED BUSINESS PARK S.R.L.","RO41883804","401.00390","RO","IF","PANTELIMON","STR. CERNICA, NR. 75-21 ,ANSAMBLU REZIDENTIAL "SWAN LAKE VILLAGE", (TARLAUA 75, PARCELA 762/10)","","","","","","J23/5032/2019",""
"00391","S.C. BRIZCOSIRI AUTO GLASS SRL","RO19215671","401.00391","RO","B","SECTOR2","str. ALEEA MOZAICULUI nr. 1 bl. B4 sc. A et. 7 ap. 29","RO50INGB0000999901526209","ING BANK ROMANIA","","","","",""
"00392","S.C.CASA MATEI MOB SRL","RO39184898","401.00392","RO","VL","RM.VALCEA","RM.VALCEA str. FANTANII nr. 2A","","","","","","",""
"00393","STYL SRL","RO1467595","401.00393","RO","VL","RAMNICU VALCEA","STR.MATEI BASARAB, NR.4 BIS","RO77 BACX 0000 0015 3714 6000","UNICREDIT BANK","","","","",""
"00394","STRADIVARIUS COMPANY SRL","RO21101652","401.00394","RO","B","SECTOR4","str. AL. TOHANI nr. 1 bl. 30 sc. A et. 1 ap. 3","RO40BTRL04104202W19974XX","BANCA TRANSILVANIA","","","","",""
"00395","METATOOLS SRL","RO11013871","401.00395","RO","PH","PLOIESTI","Poligonului","RO69BACX0000004532181000","UNICREDIT BANK SA","","","","",""
"00396","REGISTRUL AUTO ROMAN R.A.","RO1590236","401.00396","RO","B","SECTOR1","BUCURESTI  CALEA GRIVITEI NR.391A  SECTOR 1","RO57 RNCB 0086 0236 6439 0001","Cont bancar RON","","","","",""
"00397","TRATTORIA & PIZZA GIOVANE S.R.L.","RO38367420","401.00397","RO","B","BUCURESTI SECTOR 4","SOS. OLTENITEI, NR. 15 ,IN INCINTA PARCULUI \"ORASELUL COPIILOR\","","","","","","J40/17616/2017",""
"00398","SIMONE TRADING 96 EXIM SRL","RO8237232","401.00398","RO","B","BUCURESTI SECTOR 4","STR. INVATATORULUI, NR. 11","","","","","","J40/1967/1996",""
"00399","TUTNIC COMTUR SRL","RO3163908","401.00399","RO","B","BUCURESTI SECTOR 6","STR. ARIESUL MARE, NR. 3","","","0722642940","","","J40/15052/1991",""
"00400","BT LEASING TRANSILVANIA IFN SA","RO7424119","401.00400","RO","CJ","CLUJ-NAPOCA","Str. C-TIN BRANCUSI, 74-76","RO98BTRL01301202925686XX","BANCA TRANSILVANIA","","","","",""
"00401","PUBLISHING SOLUTIONS SRL","RO39723038","401.00401","RO","B","SECTOR5","str. SULINA nr. 26","RO21BREL0002001811890100","LIBRA BANK","","","","",""
"00402","SC STEFFCO TRADING CO SRL","RO6119621","401.00402","RO","B","SECTOR4","BUCUREST, STR.CETATEA VECHE NR.10  Bloc 3/5A, Scara 1, Etaj 4, Ap.27","","","","","","",""
"00403","POTOL BUN S.R.L.","RO39860159","401.00403","RO","IF","AFUMATI",",TARLAUA 75, PARCELA 265/53, CAM. 1","","","","","","J23/4371/2018",""
"00404","PNEUCOM TYRE STORE & SERVICES S.R.L.","35352646","401.00404","RO","B","BUCURESTI SECTOR 3","STR. COPACENI, NR. 30-34 ,CAMERA 1","","","0314206688","","","J40/15598/2015",""
"00405","CRISTAXI SERVICE SRL","RO4943332","401.00405","RO","B","BUCURESTI SECTOR 6","STR. BARSANESTI, NR. 23 ,CAMERA 1, PARTER","","","0214441515","","","J40/26080/1993",""
"00406","WORK MANAGEMENT MEDICAL S.R.L.","RO6520444","401.00406","RO","B","SECTOR4","B-DUL REGINA MARIA,  NR.25","RO92BREL0002002457460100","LIBRA BANK","0722331150","anca.meleaca@workmedical.ro","","",""
"00407","S.C.NECO METROPOL SRL","RO1863620","401.00407","RO","CT","CONSTANTA","B-DUL MAMAIA nr. 114","RO05RNCB0114016818800001","BANCA COMERCIALA ROMANA","0241831584","natalia_malanga@yahoo.com","","",""
"00408","TBY 94 MIT S.R.L.","RO11703332","401.00408","RO","B","BUCURESTI SECTOR 3","BLD. 1 DECEMBRIE 1918, NR. 29B","","","0723624212","","","J40/3949/1999",""
"00409","PRIMEFOOD SRL","RO30935703","401.00409","RO","IF","VOLUNTARI","STR. MIRCEA CEL BATRAN, NR. 8 ,CAMERA 3","","","","","","J23/3330/2012",""
"00410","LUMINI DE POVESTE S.R.L.","RO43874012","401.00410","RO","B","SECTOR6","B-dul Uverturii  159,  Sector 6","RO05PIRB4240750862002000","CONT FIRST BANK ROMANIA IN EUR","0761999761","contact@luminidepoveste.ro","","",""
